Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
1427022;Gozdowo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
1427032;Mochowo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
1427032;Mochowo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1427032;Mochowo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1427032;Mochowo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1427042;Rościszewo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
1427042;Rościszewo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1427042;Rościszewo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1427042;Rościszewo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1427052;Sierpc (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,03;%; 
1427052;Sierpc (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,03;%; 
1427052;Sierpc (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1427052;Sierpc (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
1427062;Szczutowo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
1427062;Szczutowo (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
1427062;Szczutowo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1427062;Szczutowo (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1427072;Zawidz (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,03;%; 
1427072;Zawidz (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1427072;Zawidz (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1427072;Zawidz (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1428011;Sochaczew (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,91;%; 
1428011;Sochaczew (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,79;%; 
1428011;Sochaczew (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428011;Sochaczew (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;23,3;szt.; 
1428022;Brochów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
1428022;Brochów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
1428022;Brochów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428022;Brochów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,4;szt.; 
1428032;Iłów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
1428032;Iłów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,1;%; 
1428032;Iłów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428032;Iłów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1428042;Młodzieszyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,2;%; 
1428042;Młodzieszyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,2;%; 
1428042;Młodzieszyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428042;Młodzieszyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1428052;Nowa Sucha (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,07;%; 
1428052;Nowa Sucha (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
1428052;Nowa Sucha (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428052;Nowa Sucha (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1428062;Rybno (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
1428062;Rybno (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
1428062;Rybno (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428062;Rybno (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,4;szt.; 
1428072;Sochaczew (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,03;%; 
1428072;Sochaczew (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1428072;Sochaczew (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428072;Sochaczew (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1428082;Teresin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,18;%; 
1428082;Teresin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,19;%; 
1428082;Teresin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1428082;Teresin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429011;Sokołów Podlaski (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,66;%; 
1429011;Sokołów Podlaski (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,26;%; 
1429011;Sokołów Podlaski (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429011;Sokołów Podlaski (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;5,3;szt.; 
1429022;Bielany (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,02;%; 
1429022;Bielany (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,02;%; 
1429022;Bielany (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429022;Bielany (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429032;Ceranów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,1;%; 
1429032;Ceranów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,1;%; 
1429032;Ceranów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429032;Ceranów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429042;Jabłonna Lacka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,07;%; 
1429042;Jabłonna Lacka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
1429042;Jabłonna Lacka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429042;Jabłonna Lacka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429053;Kosów Lacki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
1429053;Kosów Lacki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,03;%; 
1429053;Kosów Lacki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429053;Kosów Lacki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429054;Kosów Lacki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,38;%; 
1429054;Kosów Lacki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,41;%; 
1429054;Kosów Lacki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429054;Kosów Lacki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429055;Kosów Lacki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,02;%; 
1429055;Kosów Lacki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,0;%;a
1429055;Kosów Lacki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429055;Kosów Lacki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429062;Repki (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
1429062;Repki (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1429062;Repki (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429062;Repki (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429072;Sabnie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,31;%; 
1429072;Sabnie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,3;%; 
1429072;Sabnie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429072;Sabnie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429082;Sokołów Podlaski (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,06;%; 
1429082;Sokołów Podlaski (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
1429082;Sokołów Podlaski (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429082;Sokołów Podlaski (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1429092;Sterdyń (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
1429092;Sterdyń (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1429092;Sterdyń (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1429092;Sterdyń (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1430012;Chlewiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,61;%; 
1430012;Chlewiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,62;%; 
1430012;Chlewiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430012;Chlewiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1430022;Jastrząb (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,59;%; 
1430022;Jastrząb (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,66;%; 
1430022;Jastrząb (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430022;Jastrząb (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1430032;Mirów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
1430032;Mirów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
1430032;Mirów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430032;Mirów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1430042;Orońsko (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,2;%; 
1430042;Orońsko (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,22;%; 
1430042;Orońsko (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430042;Orońsko (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1430053;Szydłowiec (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,57;%; 
1430053;Szydłowiec (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,5;%; 
1430053;Szydłowiec (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430053;Szydłowiec (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,4;szt.; 
1430054;Szydłowiec - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,12;%; 
1430054;Szydłowiec - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,7;%; 
1430054;Szydłowiec - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430054;Szydłowiec - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,3;szt.; 
1430055;Szydłowiec - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,09;%; 
1430055;Szydłowiec - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,09;%; 
1430055;Szydłowiec - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1430055;Szydłowiec - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1432013;Błonie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,98;%; 
1432013;Błonie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,09;%; 
1432013;Błonie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432013;Błonie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,9;szt.; 
1432014;Błonie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,61;%; 
1432014;Błonie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;4,18;%; 
1432014;Błonie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432014;Błonie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;6,0;szt.; 
1432015;Błonie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,67;%; 
1432015;Błonie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,73;%; 
1432015;Błonie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432015;Błonie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
1432022;Izabelin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,32;%; 
1432022;Izabelin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,28;%; 
1432022;Izabelin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432022;Izabelin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,0;szt.; 
1432032;Kampinos (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,06;%; 
1432032;Kampinos (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,06;%; 
1432032;Kampinos (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432032;Kampinos (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,4;szt.; 
1432042;Leszno (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,08;%; 
1432042;Leszno (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,09;%; 
1432042;Leszno (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432042;Leszno (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,4;szt.; 
1432053;Łomianki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,71;%; 
1432053;Łomianki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,0;%; 
1432053;Łomianki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432053;Łomianki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;48,6;szt.; 
1432054;Łomianki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,67;%; 
1432054;Łomianki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,83;%; 
1432054;Łomianki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432054;Łomianki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;28,8;szt.; 
1432055;Łomianki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,45;%; 
1432055;Łomianki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,78;%; 
1432055;Łomianki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432055;Łomianki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;53,7;szt.; 
1432063;Ożarów Mazowiecki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,69;%; 
1432063;Ożarów Mazowiecki (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,48;%; 
1432063;Ożarów Mazowiecki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432063;Ożarów Mazowiecki (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;53,1;szt.; 
1432064;Ożarów Mazowiecki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,79;%; 
1432064;Ożarów Mazowiecki - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,05;%; 
1432064;Ożarów Mazowiecki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432064;Ożarów Mazowiecki - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;323,0;szt.; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,42;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,41;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;18,9;szt.; 
1432072;Stare Babice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,22;%; 
1432072;Stare Babice (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,05;%; 
1432072;Stare Babice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1432072;Stare Babice (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;113,9;szt.; 
1433011;Węgrów (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,71;%; 
1433011;Węgrów (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,71;%; 
1433011;Węgrów (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433011;Węgrów (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;215,4;szt.; 
1433022;Grębków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,08;%; 
1433022;Grębków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
1433022;Grębków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433022;Grębków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1433032;Korytnica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
1433032;Korytnica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
1433032;Korytnica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433032;Korytnica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1433042;Liw (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,2;%; 
1433042;Liw (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,19;%; 
1433042;Liw (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433042;Liw (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1433053;Łochów (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,27;%; 
1433053;Łochów (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,27;%; 
1433053;Łochów (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433053;Łochów (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1433054;Łochów - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,92;%; 
1433054;Łochów - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,01;%; 
1433054;Łochów - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
1433054;Łochów - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
1433055;Łochów - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,14;%; 
1433055;Łochów - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,14;%; 
