Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
1425104;Skaryszew - miasto (4);w wieku przedprodukcyjnym;2022;23,0;%; 
1425104;Skaryszew - miasto (4);w wieku produkcyjnym;2015;65,1;%; 
1425104;Skaryszew - miasto (4);w wieku produkcyjnym;2022;60,4;%; 
1425105;Skaryszew - obszar wiejski (5);w wieku przedprodukcyjnym;2015;22,9;%; 
1425105;Skaryszew - obszar wiejski (5);w wieku przedprodukcyjnym;2022;23,8;%; 
1425105;Skaryszew - obszar wiejski (5);w wieku produkcyjnym;2015;62,5;%; 
1425105;Skaryszew - obszar wiejski (5);w wieku produkcyjnym;2022;60,2;%; 
1425112;Wierzbica (2);w wieku przedprodukcyjnym;2015;19,3;%; 
1425112;Wierzbica (2);w wieku przedprodukcyjnym;2022;19,6;%; 
1425112;Wierzbica (2);w wieku produkcyjnym;2015;64,1;%; 
1425112;Wierzbica (2);w wieku produkcyjnym;2022;60,2;%; 
1425122;Wolanów (2);w wieku przedprodukcyjnym;2015;23,0;%; 
1425122;Wolanów (2);w wieku przedprodukcyjnym;2022;21,9;%; 
1425122;Wolanów (2);w wieku produkcyjnym;2015;63,3;%; 
1425122;Wolanów (2);w wieku produkcyjnym;2022;61,3;%; 
1425132;Zakrzew (2);w wieku przedprodukcyjnym;2015;23,0;%; 
1425132;Zakrzew (2);w wieku przedprodukcyjnym;2022;23,7;%; 
1425132;Zakrzew (2);w wieku produkcyjnym;2015;63,9;%; 
1425132;Zakrzew (2);w wieku produkcyjnym;2022;60,3;%; 
1426012;Domanice (2);w wieku przedprodukcyjnym;2015;21,4;%; 
1426012;Domanice (2);w wieku przedprodukcyjnym;2022;21,7;%; 
1426012;Domanice (2);w wieku produkcyjnym;2015;61,6;%; 
1426012;Domanice (2);w wieku produkcyjnym;2022;59,3;%; 
1426022;Korczew (2);w wieku przedprodukcyjnym;2015;16,1;%; 
1426022;Korczew (2);w wieku przedprodukcyjnym;2022;14,4;%; 
1426022;Korczew (2);w wieku produkcyjnym;2015;58,7;%; 
1426022;Korczew (2);w wieku produkcyjnym;2022;55,6;%; 
1426032;Kotuń (2);w wieku przedprodukcyjnym;2015;19,8;%; 
1426032;Kotuń (2);w wieku przedprodukcyjnym;2022;20,9;%; 
1426032;Kotuń (2);w wieku produkcyjnym;2015;62,1;%; 
1426032;Kotuń (2);w wieku produkcyjnym;2022;58,1;%; 
1426042;Mokobody (2);w wieku przedprodukcyjnym;2015;19,9;%; 
1426042;Mokobody (2);w wieku przedprodukcyjnym;2022;20,2;%; 
1426042;Mokobody (2);w wieku produkcyjnym;2015;60,9;%; 
1426042;Mokobody (2);w wieku produkcyjnym;2022;58,6;%; 
1426053;Mordy (3);w wieku przedprodukcyjnym;2015;17,9;%; 
1426053;Mordy (3);w wieku przedprodukcyjnym;2022;18,4;%; 
1426053;Mordy (3);w wieku produkcyjnym;2015;61,4;%; 
1426053;Mordy (3);w wieku produkcyjnym;2022;57,3;%; 
1426054;Mordy - miasto (4);w wieku przedprodukcyjnym;2015;18,0;%; 
1426054;Mordy - miasto (4);w wieku przedprodukcyjnym;2022;18,1;%; 
1426054;Mordy - miasto (4);w wieku produkcyjnym;2015;65,0;%; 
1426054;Mordy - miasto (4);w wieku produkcyjnym;2022;57,9;%; 
1426055;Mordy - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,8;%; 
1426055;Mordy - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,6;%; 
1426055;Mordy - obszar wiejski (5);w wieku produkcyjnym;2015;59,9;%; 
1426055;Mordy - obszar wiejski (5);w wieku produkcyjnym;2022;57,1;%; 
1426062;Paprotnia (2);w wieku przedprodukcyjnym;2015;19,2;%; 
1426062;Paprotnia (2);w wieku przedprodukcyjnym;2022;20,3;%; 
1426062;Paprotnia (2);w wieku produkcyjnym;2015;60,3;%; 
1426062;Paprotnia (2);w wieku produkcyjnym;2022;58,1;%; 
1426072;Przesmyki (2);w wieku przedprodukcyjnym;2015;17,8;%; 
1426072;Przesmyki (2);w wieku przedprodukcyjnym;2022;15,9;%; 
1426072;Przesmyki (2);w wieku produkcyjnym;2015;58,1;%; 
1426072;Przesmyki (2);w wieku produkcyjnym;2022;57,0;%; 
1426082;Siedlce (2);w wieku przedprodukcyjnym;2015;20,7;%; 
1426082;Siedlce (2);w wieku przedprodukcyjnym;2022;23,6;%; 
1426082;Siedlce (2);w wieku produkcyjnym;2015;64,2;%; 
1426082;Siedlce (2);w wieku produkcyjnym;2022;58,7;%; 
1426092;Skórzec (2);w wieku przedprodukcyjnym;2015;22,0;%; 
1426092;Skórzec (2);w wieku przedprodukcyjnym;2022;23,0;%; 
1426092;Skórzec (2);w wieku produkcyjnym;2015;62,4;%; 
1426092;Skórzec (2);w wieku produkcyjnym;2022;60,2;%; 
1426102;Suchożebry (2);w wieku przedprodukcyjnym;2015;19,5;%; 
1426102;Suchożebry (2);w wieku przedprodukcyjnym;2022;20,7;%; 
1426102;Suchożebry (2);w wieku produkcyjnym;2015;61,0;%; 
1426102;Suchożebry (2);w wieku produkcyjnym;2022;58,2;%; 
1426112;Wiśniew (2);w wieku przedprodukcyjnym;2015;21,1;%; 
1426112;Wiśniew (2);w wieku przedprodukcyjnym;2022;21,0;%; 
1426112;Wiśniew (2);w wieku produkcyjnym;2015;62,9;%; 
1426112;Wiśniew (2);w wieku produkcyjnym;2022;61,3;%; 
1426122;Wodynie (2);w wieku przedprodukcyjnym;2015;18,4;%; 
1426122;Wodynie (2);w wieku przedprodukcyjnym;2022;19,8;%; 
1426122;Wodynie (2);w wieku produkcyjnym;2015;61,8;%; 
1426122;Wodynie (2);w wieku produkcyjnym;2022;57,5;%; 
1426132;Zbuczyn (2);w wieku przedprodukcyjnym;2015;21,5;%; 
1426132;Zbuczyn (2);w wieku przedprodukcyjnym;2022;22,9;%; 
1426132;Zbuczyn (2);w wieku produkcyjnym;2015;60,6;%; 
1426132;Zbuczyn (2);w wieku produkcyjnym;2022;57,9;%; 
1427011;Sierpc (1);w wieku przedprodukcyjnym;2015;17,2;%; 
1427011;Sierpc (1);w wieku przedprodukcyjnym;2022;17,4;%; 
1427011;Sierpc (1);w wieku produkcyjnym;2015;62,5;%; 
1427011;Sierpc (1);w wieku produkcyjnym;2022;56,5;%; 
1427022;Gozdowo (2);w wieku przedprodukcyjnym;2015;19,4;%; 
1427022;Gozdowo (2);w wieku przedprodukcyjnym;2022;19,8;%; 
1427022;Gozdowo (2);w wieku produkcyjnym;2015;62,9;%; 
1427022;Gozdowo (2);w wieku produkcyjnym;2022;60,0;%; 
1427032;Mochowo (2);w wieku przedprodukcyjnym;2015;20,4;%; 
1427032;Mochowo (2);w wieku przedprodukcyjnym;2022;19,0;%; 
1427032;Mochowo (2);w wieku produkcyjnym;2015;64,3;%; 
1427032;Mochowo (2);w wieku produkcyjnym;2022;62,0;%; 
1427042;Rościszewo (2);w wieku przedprodukcyjnym;2015;19,3;%; 
1427042;Rościszewo (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1427042;Rościszewo (2);w wieku produkcyjnym;2015;62,9;%; 
1427042;Rościszewo (2);w wieku produkcyjnym;2022;60,6;%; 
1427052;Sierpc (2);w wieku przedprodukcyjnym;2015;21,5;%; 
1427052;Sierpc (2);w wieku przedprodukcyjnym;2022;20,7;%; 
1427052;Sierpc (2);w wieku produkcyjnym;2015;62,5;%; 
1427052;Sierpc (2);w wieku produkcyjnym;2022;60,9;%; 
1427062;Szczutowo (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1427062;Szczutowo (2);w wieku przedprodukcyjnym;2022;19,3;%; 
1427062;Szczutowo (2);w wieku produkcyjnym;2015;63,7;%; 
1427062;Szczutowo (2);w wieku produkcyjnym;2022;59,3;%; 
1427072;Zawidz (2);w wieku przedprodukcyjnym;2015;19,5;%; 
1427072;Zawidz (2);w wieku przedprodukcyjnym;2022;17,7;%; 
1427072;Zawidz (2);w wieku produkcyjnym;2015;62,1;%; 
1427072;Zawidz (2);w wieku produkcyjnym;2022;61,2;%; 
1428011;Sochaczew (1);w wieku przedprodukcyjnym;2015;17,1;%; 
1428011;Sochaczew (1);w wieku przedprodukcyjnym;2022;17,1;%; 
1428011;Sochaczew (1);w wieku produkcyjnym;2015;62,6;%; 
1428011;Sochaczew (1);w wieku produkcyjnym;2022;56,9;%; 
1428022;Brochów (2);w wieku przedprodukcyjnym;2015;18,7;%; 
1428022;Brochów (2);w wieku przedprodukcyjnym;2022;20,1;%; 
1428022;Brochów (2);w wieku produkcyjnym;2015;62,2;%; 
1428022;Brochów (2);w wieku produkcyjnym;2022;57,4;%; 
1428032;Iłów (2);w wieku przedprodukcyjnym;2015;20,2;%; 
1428032;Iłów (2);w wieku przedprodukcyjnym;2022;20,2;%; 
1428032;Iłów (2);w wieku produkcyjnym;2015;60,9;%; 
1428032;Iłów (2);w wieku produkcyjnym;2022;57,7;%; 
1428042;Młodzieszyn (2);w wieku przedprodukcyjnym;2015;19,4;%; 
1428042;Młodzieszyn (2);w wieku przedprodukcyjnym;2022;19,8;%; 
1428042;Młodzieszyn (2);w wieku produkcyjnym;2015;62,0;%; 
1428042;Młodzieszyn (2);w wieku produkcyjnym;2022;58,9;%; 
1428052;Nowa Sucha (2);w wieku przedprodukcyjnym;2015;20,6;%; 
1428052;Nowa Sucha (2);w wieku przedprodukcyjnym;2022;21,3;%; 
1428052;Nowa Sucha (2);w wieku produkcyjnym;2015;62,5;%; 
1428052;Nowa Sucha (2);w wieku produkcyjnym;2022;59,6;%; 
1428062;Rybno (2);w wieku przedprodukcyjnym;2015;20,6;%; 
1428062;Rybno (2);w wieku przedprodukcyjnym;2022;21,5;%; 
1428062;Rybno (2);w wieku produkcyjnym;2015;61,9;%; 
1428062;Rybno (2);w wieku produkcyjnym;2022;58,6;%; 
1428072;Sochaczew (2);w wieku przedprodukcyjnym;2015;21,3;%; 
1428072;Sochaczew (2);w wieku przedprodukcyjnym;2022;22,8;%; 
1428072;Sochaczew (2);w wieku produkcyjnym;2015;63,6;%; 
1428072;Sochaczew (2);w wieku produkcyjnym;2022;60,6;%; 
1428082;Teresin (2);w wieku przedprodukcyjnym;2015;19,7;%; 
1428082;Teresin (2);w wieku przedprodukcyjnym;2022;20,4;%; 
1428082;Teresin (2);w wieku produkcyjnym;2015;62,6;%; 
1428082;Teresin (2);w wieku produkcyjnym;2022;57,8;%; 
1429011;Sokołów Podlaski (1);w wieku przedprodukcyjnym;2015;18,5;%; 
1429011;Sokołów Podlaski (1);w wieku przedprodukcyjnym;2022;19,2;%; 
1429011;Sokołów Podlaski (1);w wieku produkcyjnym;2015;62,3;%; 
1429011;Sokołów Podlaski (1);w wieku produkcyjnym;2022;56,2;%; 
1429022;Bielany (2);w wieku przedprodukcyjnym;2015;19,4;%; 
1429022;Bielany (2);w wieku przedprodukcyjnym;2022;20,4;%; 
1429022;Bielany (2);w wieku produkcyjnym;2015;59,9;%; 
1429022;Bielany (2);w wieku produkcyjnym;2022;56,8;%; 
1429032;Ceranów (2);w wieku przedprodukcyjnym;2015;17,0;%; 
1429032;Ceranów (2);w wieku przedprodukcyjnym;2022;15,5;%; 
1429032;Ceranów (2);w wieku produkcyjnym;2015;59,3;%; 
1429032;Ceranów (2);w wieku produkcyjnym;2022;57,8;%; 
1429042;Jabłonna Lacka (2);w wieku przedprodukcyjnym;2015;15,8;%; 
1429042;Jabłonna Lacka (2);w wieku przedprodukcyjnym;2022;17,1;%; 
1429042;Jabłonna Lacka (2);w wieku produkcyjnym;2015;60,9;%; 
1429042;Jabłonna Lacka (2);w wieku produkcyjnym;2022;56,7;%; 
1429053;Kosów Lacki (3);w wieku przedprodukcyjnym;2015;17,2;%; 
1429053;Kosów Lacki (3);w wieku przedprodukcyjnym;2022;17,2;%; 
1429053;Kosów Lacki (3);w wieku produkcyjnym;2015;60,9;%; 
1429053;Kosów Lacki (3);w wieku produkcyjnym;2022;57,7;%; 
1429054;Kosów Lacki - miasto (4);w wieku przedprodukcyjnym;2015;17,3;%; 
1429054;Kosów Lacki - miasto (4);w wieku przedprodukcyjnym;2022;18,4;%; 
1429054;Kosów Lacki - miasto (4);w wieku produkcyjnym;2015;64,6;%; 
1429054;Kosów Lacki - miasto (4);w wieku produkcyjnym;2022;57,9;%; 
1429055;Kosów Lacki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,2;%; 
1429055;Kosów Lacki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,4;%; 
1429055;Kosów Lacki - obszar wiejski (5);w wieku produkcyjnym;2015;58,9;%; 
1429055;Kosów Lacki - obszar wiejski (5);w wieku produkcyjnym;2022;57,5;%; 
1429062;Repki (2);w wieku przedprodukcyjnym;2015;17,1;%; 
1429062;Repki (2);w wieku przedprodukcyjnym;2022;16,9;%; 
1429062;Repki (2);w wieku produkcyjnym;2015;59,8;%; 
1429062;Repki (2);w wieku produkcyjnym;2022;57,3;%; 
1429072;Sabnie (2);w wieku przedprodukcyjnym;2015;16,3;%; 
1429072;Sabnie (2);w wieku przedprodukcyjnym;2022;16,6;%; 
1429072;Sabnie (2);w wieku produkcyjnym;2015;60,5;%; 
1429072;Sabnie (2);w wieku produkcyjnym;2022;55,5;%; 
1429082;Sokołów Podlaski (2);w wieku przedprodukcyjnym;2015;18,1;%; 
1429082;Sokołów Podlaski (2);w wieku przedprodukcyjnym;2022;19,7;%; 
1429082;Sokołów Podlaski (2);w wieku produkcyjnym;2015;62,3;%; 
1429082;Sokołów Podlaski (2);w wieku produkcyjnym;2022;57,8;%; 
1429092;Sterdyń (2);w wieku przedprodukcyjnym;2015;15,9;%; 
1429092;Sterdyń (2);w wieku przedprodukcyjnym;2022;15,9;%; 
1429092;Sterdyń (2);w wieku produkcyjnym;2015;59,0;%; 
1429092;Sterdyń (2);w wieku produkcyjnym;2022;55,5;%; 
1430012;Chlewiska (2);w wieku przedprodukcyjnym;2015;16,6;%; 
1430012;Chlewiska (2);w wieku przedprodukcyjnym;2022;17,1;%; 
1430012;Chlewiska (2);w wieku produkcyjnym;2015;62,5;%; 
1430012;Chlewiska (2);w wieku produkcyjnym;2022;59,3;%; 
1430022;Jastrząb (2);w wieku przedprodukcyjnym;2015;20,5;%; 
1430022;Jastrząb (2);w wieku przedprodukcyjnym;2022;20,1;%; 
1430022;Jastrząb (2);w wieku produkcyjnym;2015;63,1;%; 
1430022;Jastrząb (2);w wieku produkcyjnym;2022;61,0;%; 
1430032;Mirów (2);w wieku przedprodukcyjnym;2015;22,0;%; 
1430032;Mirów (2);w wieku przedprodukcyjnym;2022;22,6;%; 
1430032;Mirów (2);w wieku produkcyjnym;2015;62,5;%; 
1430032;Mirów (2);w wieku produkcyjnym;2022;60,8;%; 
1430042;Orońsko (2);w wieku przedprodukcyjnym;2015;21,6;%; 
1430042;Orońsko (2);w wieku przedprodukcyjnym;2022;21,5;%; 
1430042;Orońsko (2);w wieku produkcyjnym;2015;62,3;%; 
1430042;Orońsko (2);w wieku produkcyjnym;2022;59,9;%; 
1430053;Szydłowiec (3);w wieku przedprodukcyjnym;2015;17,9;%; 
1430053;Szydłowiec (3);w wieku przedprodukcyjnym;2022;17,0;%; 
1430053;Szydłowiec (3);w wieku produkcyjnym;2015;62,8;%; 
1430053;Szydłowiec (3);w wieku produkcyjnym;2022;58,2;%; 
1430054;Szydłowiec - miasto (4);w wieku przedprodukcyjnym;2015;17,0;%; 
1430054;Szydłowiec - miasto (4);w wieku przedprodukcyjnym;2022;15,9;%; 
1430054;Szydłowiec - miasto (4);w wieku produkcyjnym;2015;63,3;%; 
1430054;Szydłowiec - miasto (4);w wieku produkcyjnym;2022;56,6;%; 
1430055;Szydłowiec - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,5;%; 
1430055;Szydłowiec - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,7;%; 
1430055;Szydłowiec - obszar wiejski (5);w wieku produkcyjnym;2015;61,8;%; 
1430055;Szydłowiec - obszar wiejski (5);w wieku produkcyjnym;2022;60,7;%; 
1432013;Błonie (3);w wieku przedprodukcyjnym;2015;18,4;%; 
1432013;Błonie (3);w wieku przedprodukcyjnym;2022;20,5;%; 
1432013;Błonie (3);w wieku produkcyjnym;2015;60,7;%; 
1432013;Błonie (3);w wieku produkcyjnym;2022;57,1;%; 
1432014;Błonie - miasto (4);w wieku przedprodukcyjnym;2015;17,5;%; 
1432014;Błonie - miasto (4);w wieku przedprodukcyjnym;2022;17,9;%; 
1432014;Błonie - miasto (4);w wieku produkcyjnym;2015;59,4;%; 
1432014;Błonie - miasto (4);w wieku produkcyjnym;2022;56,1;%; 
1432015;Błonie - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,5;%; 
1432015;Błonie - obszar wiejski (5);w wieku przedprodukcyjnym;2022;23,5;%; 
1432015;Błonie - obszar wiejski (5);w wieku produkcyjnym;2015;62,4;%; 
1432015;Błonie - obszar wiejski (5);w wieku produkcyjnym;2022;58,3;%; 
1432022;Izabelin (2);w wieku przedprodukcyjnym;2015;19,9;%; 
1432022;Izabelin (2);w wieku przedprodukcyjnym;2022;18,9;%; 
1432022;Izabelin (2);w wieku produkcyjnym;2015;61,7;%; 
1432022;Izabelin (2);w wieku produkcyjnym;2022;57,0;%; 
1432032;Kampinos (2);w wieku przedprodukcyjnym;2015;19,0;%; 
1432032;Kampinos (2);w wieku przedprodukcyjnym;2022;18,6;%; 
1432032;Kampinos (2);w wieku produkcyjnym;2015;61,7;%; 
1432032;Kampinos (2);w wieku produkcyjnym;2022;59,6;%; 
1432042;Leszno (2);w wieku przedprodukcyjnym;2015;20,4;%; 
1432042;Leszno (2);w wieku przedprodukcyjnym;2022;20,8;%; 
1432042;Leszno (2);w wieku produkcyjnym;2015;62,2;%; 
1432042;Leszno (2);w wieku produkcyjnym;2022;58,2;%; 
1432053;Łomianki (3);w wieku przedprodukcyjnym;2015;20,9;%; 
1432053;Łomianki (3);w wieku przedprodukcyjnym;2022;22,3;%; 
1432053;Łomianki (3);w wieku produkcyjnym;2015;61,2;%; 
1432053;Łomianki (3);w wieku produkcyjnym;2022;58,1;%; 
1432054;Łomianki - miasto (4);w wieku przedprodukcyjnym;2015;19,0;%; 
1432054;Łomianki - miasto (4);w wieku przedprodukcyjnym;2022;19,8;%; 
1432054;Łomianki - miasto (4);w wieku produkcyjnym;2015;60,8;%; 
1432054;Łomianki - miasto (4);w wieku produkcyjnym;2022;56,8;%; 
1432055;Łomianki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;24,4;%; 
1432055;Łomianki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;25,7;%; 
1432055;Łomianki - obszar wiejski (5);w wieku produkcyjnym;2015;62,0;%; 
1432055;Łomianki - obszar wiejski (5);w wieku produkcyjnym;2022;59,8;%; 
1432063;Ożarów Mazowiecki (3);w wieku przedprodukcyjnym;2015;19,6;%; 
1432063;Ożarów Mazowiecki (3);w wieku przedprodukcyjnym;2022;24,6;%; 
1432063;Ożarów Mazowiecki (3);w wieku produkcyjnym;2015;62,0;%; 
1432063;Ożarów Mazowiecki (3);w wieku produkcyjnym;2022;58,4;%; 
1432064;Ożarów Mazowiecki - miasto (4);w wieku przedprodukcyjnym;2015;20,8;%; 
1432064;Ożarów Mazowiecki - miasto (4);w wieku przedprodukcyjnym;2022;24,9;%; 
1432064;Ożarów Mazowiecki - miasto (4);w wieku produkcyjnym;2015;60,6;%; 
1432064;Ożarów Mazowiecki - miasto (4);w wieku produkcyjnym;2022;59,0;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,6;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;24,3;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);w wieku produkcyjnym;2015;63,3;%; 
1432065;Ożarów Mazowiecki - obszar wiejski (5);w wieku produkcyjnym;2022;57,8;%; 
1432072;Stare Babice (2);w wieku przedprodukcyjnym;2015;21,3;%; 
1432072;Stare Babice (2);w wieku przedprodukcyjnym;2022;23,4;%; 
1432072;Stare Babice (2);w wieku produkcyjnym;2015;61,8;%; 
1432072;Stare Babice (2);w wieku produkcyjnym;2022;57,2;%; 
1433011;Węgrów (1);w wieku przedprodukcyjnym;2015;18,3;%; 
1433011;Węgrów (1);w wieku przedprodukcyjnym;2022;19,1;%; 
1433011;Węgrów (1);w wieku produkcyjnym;2015;62,5;%; 
1433011;Węgrów (1);w wieku produkcyjnym;2022;56,6;%; 
1433022;Grębków (2);w wieku przedprodukcyjnym;2015;19,8;%; 
1433022;Grębków (2);w wieku przedprodukcyjnym;2022;20,9;%; 
1433022;Grębków (2);w wieku produkcyjnym;2015;59,7;%; 
1433022;Grębków (2);w wieku produkcyjnym;2022;55,6;%; 
1433032;Korytnica (2);w wieku przedprodukcyjnym;2015;18,9;%; 
1433032;Korytnica (2);w wieku przedprodukcyjnym;2022;18,9;%; 
1433032;Korytnica (2);w wieku produkcyjnym;2015;61,2;%; 
1433032;Korytnica (2);w wieku produkcyjnym;2022;56,8;%; 
1433042;Liw (2);w wieku przedprodukcyjnym;2015;18,7;%; 
1433042;Liw (2);w wieku przedprodukcyjnym;2022;19,8;%; 
1433042;Liw (2);w wieku produkcyjnym;2015;61,8;%; 
1433042;Liw (2);w wieku produkcyjnym;2022;57,7;%; 
1433053;Łochów (3);w wieku przedprodukcyjnym;2015;20,0;%; 
1433053;Łochów (3);w wieku przedprodukcyjnym;2022;20,4;%; 
1433053;Łochów (3);w wieku produkcyjnym;2015;62,1;%; 
1433053;Łochów (3);w wieku produkcyjnym;2022;57,9;%; 
1433054;Łochów - miasto (4);w wieku przedprodukcyjnym;2015;19,7;%; 
1433054;Łochów - miasto (4);w wieku przedprodukcyjnym;2022;19,7;%; 
1433054;Łochów - miasto (4);w wieku produkcyjnym;2015;63,4;%; 
1433054;Łochów - miasto (4);w wieku produkcyjnym;2022;58,3;%; 
1433055;Łochów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,2;%; 
1433055;Łochów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,8;%; 
1433055;Łochów - obszar wiejski (5);w wieku produkcyjnym;2015;61,3;%; 
1433055;Łochów - obszar wiejski (5);w wieku produkcyjnym;2022;57,6;%; 
1433062;Miedzna (2);w wieku przedprodukcyjnym;2015;17,1;%; 
1433062;Miedzna (2);w wieku przedprodukcyjnym;2022;18,6;%; 
1433062;Miedzna (2);w wieku produkcyjnym;2015;61,1;%; 
1433062;Miedzna (2);w wieku produkcyjnym;2022;55,1;%; 
1433072;Sadowne (2);w wieku przedprodukcyjnym;2015;18,8;%; 
1433072;Sadowne (2);w wieku przedprodukcyjnym;2022;18,9;%; 
1433072;Sadowne (2);w wieku produkcyjnym;2015;61,1;%; 
1433072;Sadowne (2);w wieku produkcyjnym;2022;56,4;%; 
1433082;Stoczek (2);w wieku przedprodukcyjnym;2015;18,9;%; 
1433082;Stoczek (2);w wieku przedprodukcyjnym;2022;18,9;%; 
1433082;Stoczek (2);w wieku produkcyjnym;2015;60,0;%; 
1433082;Stoczek (2);w wieku produkcyjnym;2022;56,7;%; 
1433092;Wierzbno (2);w wieku przedprodukcyjnym;2015;17,3;%; 
1433092;Wierzbno (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1433092;Wierzbno (2);w wieku produkcyjnym;2015;60,4;%; 
1433092;Wierzbno (2);w wieku produkcyjnym;2022;53,8;%; 
1434011;Kobyłka (1);w wieku przedprodukcyjnym;2015;21,6;%; 
1434011;Kobyłka (1);w wieku przedprodukcyjnym;2022;24,6;%; 
1434011;Kobyłka (1);w wieku produkcyjnym;2015;62,9;%; 
1434011;Kobyłka (1);w wieku produkcyjnym;2022;59,9;%; 
1434021;Marki (1);w wieku przedprodukcyjnym;2015;23,6;%; 
1434021;Marki (1);w wieku przedprodukcyjnym;2022;25,3;%; 
1434021;Marki (1);w wieku produkcyjnym;2015;63,2;%; 
1434021;Marki (1);w wieku produkcyjnym;2022;61,9;%; 
1434031;Ząbki (1);w wieku przedprodukcyjnym;2015;24,6;%; 
1434031;Ząbki (1);w wieku przedprodukcyjnym;2022;24,7;%; 
1434031;Ząbki (1);w wieku produkcyjnym;2015;63,3;%; 
1434031;Ząbki (1);w wieku produkcyjnym;2022;63,1;%; 
1434041;Zielonka (1);w wieku przedprodukcyjnym;2015;18,9;%; 
1434041;Zielonka (1);w wieku przedprodukcyjnym;2022;19,9;%; 
1434041;Zielonka (1);w wieku produkcyjnym;2015;60,0;%; 
1434041;Zielonka (1);w wieku produkcyjnym;2022;57,5;%; 
1434052;Dąbrówka (2);w wieku przedprodukcyjnym;2015;22,4;%; 
1434052;Dąbrówka (2);w wieku przedprodukcyjnym;2022;23,2;%; 
1434052;Dąbrówka (2);w wieku produkcyjnym;2015;62,3;%; 
1434052;Dąbrówka (2);w wieku produkcyjnym;2022;58,5;%; 
1434062;Jadów (2);w wieku przedprodukcyjnym;2015;19,0;%; 
1434062;Jadów (2);w wieku przedprodukcyjnym;2022;20,0;%; 
1434062;Jadów (2);w wieku produkcyjnym;2015;62,5;%; 
1434062;Jadów (2);w wieku produkcyjnym;2022;57,1;%; 
1434072;Klembów (2);w wieku przedprodukcyjnym;2015;22,3;%; 
1434072;Klembów (2);w wieku przedprodukcyjnym;2022;23,9;%; 
1434072;Klembów (2);w wieku produkcyjnym;2015;62,0;%; 
1434072;Klembów (2);w wieku produkcyjnym;2022;59,6;%; 
1434082;Poświętne (2);w wieku przedprodukcyjnym;2015;22,2;%; 
1434082;Poświętne (2);w wieku przedprodukcyjnym;2022;23,2;%; 
1434082;Poświętne (2);w wieku produkcyjnym;2015;63,8;%; 
1434082;Poświętne (2);w wieku produkcyjnym;2022;59,6;%; 
1434093;Radzymin (3);w wieku przedprodukcyjnym;2015;23,5;%; 
1434093;Radzymin (3);w wieku przedprodukcyjnym;2022;24,9;%; 
1434093;Radzymin (3);w wieku produkcyjnym;2015;62,7;%; 
1434093;Radzymin (3);w wieku produkcyjnym;2022;59,2;%; 
1434094;Radzymin - miasto (4);w wieku przedprodukcyjnym;2015;24,0;%; 
1434094;Radzymin - miasto (4);w wieku przedprodukcyjnym;2022;25,5;%; 
1434094;Radzymin - miasto (4);w wieku produkcyjnym;2015;61,8;%; 
1434094;Radzymin - miasto (4);w wieku produkcyjnym;2022;59,0;%; 
1434095;Radzymin - obszar wiejski (5);w wieku przedprodukcyjnym;2015;23,0;%; 
1434095;Radzymin - obszar wiejski (5);w wieku przedprodukcyjnym;2022;24,3;%; 
1434095;Radzymin - obszar wiejski (5);w wieku produkcyjnym;2015;63,5;%; 
1434095;Radzymin - obszar wiejski (5);w wieku produkcyjnym;2022;59,3;%; 
1434102;Strachówka (2);w wieku przedprodukcyjnym;2015;18,4;%; 
1434102;Strachówka (2);w wieku przedprodukcyjnym;2022;20,3;%; 
1434102;Strachówka (2);w wieku produkcyjnym;2015;61,1;%; 
1434102;Strachówka (2);w wieku produkcyjnym;2022;57,8;%; 
1434113;Tłuszcz (3);w wieku przedprodukcyjnym;2015;21,3;%; 
1434113;Tłuszcz (3);w wieku przedprodukcyjnym;2022;21,4;%; 
1434113;Tłuszcz (3);w wieku produkcyjnym;2015;63,1;%; 
1434113;Tłuszcz (3);w wieku produkcyjnym;2022;59,9;%; 
1434114;Tłuszcz - miasto (4);w wieku przedprodukcyjnym;2015;21,0;%; 
1434114;Tłuszcz - miasto (4);w wieku przedprodukcyjnym;2022;20,9;%; 
1434114;Tłuszcz - miasto (4);w wieku produkcyjnym;2015;63,2;%; 
1434114;Tłuszcz - miasto (4);w wieku produkcyjnym;2022;58,4;%; 
