Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
1809082;Wielkie Oczy (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,9;osoba; 
1809082;Wielkie Oczy (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,3;osoba; 
1810011;Łańcut (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;34,9;osoba; 
1810011;Łańcut (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;43,9;osoba; 
1810011;Łańcut (1);współczynnik obciążenia demograficznego osobami starszymi;2015;25,1;osoba; 
1810011;Łańcut (1);współczynnik obciążenia demograficznego osobami starszymi;2022;33,7;osoba; 
1810022;Białobrzegi (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,7;osoba; 
1810022;Białobrzegi (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;31,0;osoba; 
1810022;Białobrzegi (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,0;osoba; 
1810022;Białobrzegi (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,0;osoba; 
1810032;Czarna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,4;osoba; 
1810032;Czarna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;29,8;osoba; 
1810032;Czarna (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,4;osoba; 
1810032;Czarna (2);współczynnik obciążenia demograficznego osobami starszymi;2022;22,7;osoba; 
1810042;Łańcut (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,7;osoba; 
1810042;Łańcut (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,3;osoba; 
1810042;Łańcut (2);współczynnik obciążenia demograficznego osobami starszymi;2015;22,5;osoba; 
1810042;Łańcut (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,3;osoba; 
1810052;Markowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,2;osoba; 
1810052;Markowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,8;osoba; 
1810052;Markowa (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,8;osoba; 
1810052;Markowa (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,8;osoba; 
1810062;Rakszawa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,7;osoba; 
1810062;Rakszawa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,6;osoba; 
1810062;Rakszawa (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,1;osoba; 
1810062;Rakszawa (2);współczynnik obciążenia demograficznego osobami starszymi;2022;25,5;osoba; 
1810072;Żołynia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,6;osoba; 
1810072;Żołynia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,3;osoba; 
1810072;Żołynia (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,7;osoba; 
1810072;Żołynia (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,8;osoba; 
1811011;Mielec (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,0;osoba; 
1811011;Mielec (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;45,4;osoba; 
1811011;Mielec (1);współczynnik obciążenia demograficznego osobami starszymi;2015;22,9;osoba; 
1811011;Mielec (1);współczynnik obciążenia demograficznego osobami starszymi;2022;34,4;osoba; 
1811022;Borowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,5;osoba; 
1811022;Borowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,6;osoba; 
1811022;Borowa (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,2;osoba; 
1811022;Borowa (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,4;osoba; 
1811032;Czermin (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,5;osoba; 
1811032;Czermin (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;28,3;osoba; 
1811032;Czermin (2);współczynnik obciążenia demograficznego osobami starszymi;2015;18,8;osoba; 
1811032;Czermin (2);współczynnik obciążenia demograficznego osobami starszymi;2022;21,8;osoba; 
1811042;Gawłuszowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,6;osoba; 
1811042;Gawłuszowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,6;osoba; 
1811042;Gawłuszowice (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,0;osoba; 
1811042;Gawłuszowice (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,9;osoba; 
1811052;Mielec (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,3;osoba; 
1811052;Mielec (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,7;osoba; 
1811052;Mielec (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,9;osoba; 
1811052;Mielec (2);współczynnik obciążenia demograficznego osobami starszymi;2022;23,6;osoba; 
1811062;Padew Narodowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,2;osoba; 
1811062;Padew Narodowa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;37,3;osoba; 
1811062;Padew Narodowa (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,1;osoba; 
1811062;Padew Narodowa (2);współczynnik obciążenia demograficznego osobami starszymi;2022;29,2;osoba; 
1811073;Przecław (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,3;osoba; 
1811073;Przecław (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;28,9;osoba; 
1811073;Przecław (3);współczynnik obciążenia demograficznego osobami starszymi;2015;18,5;osoba; 
1811073;Przecław (3);współczynnik obciążenia demograficznego osobami starszymi;2022;22,0;osoba; 
1811074;Przecław - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;19,8;osoba; 
1811074;Przecław - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;24,5;osoba; 
1811074;Przecław - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;14,8;osoba; 
1811074;Przecław - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;18,9;osoba; 
1811075;Przecław - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,1;osoba; 
1811075;Przecław - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;29,7;osoba; 
1811075;Przecław - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;19,2;osoba; 
1811075;Przecław - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;22,6;osoba; 
1811083;Radomyśl Wielki (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,4;osoba; 
1811083;Radomyśl Wielki (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;28,8;osoba; 
1811083;Radomyśl Wielki (3);współczynnik obciążenia demograficznego osobami starszymi;2015;19,8;osoba; 
1811083;Radomyśl Wielki (3);współczynnik obciążenia demograficznego osobami starszymi;2022;22,2;osoba; 
1811084;Radomyśl Wielki - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;19,1;osoba; 
1811084;Radomyśl Wielki - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;24,9;osoba; 
1811084;Radomyśl Wielki - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;14,0;osoba; 
1811084;Radomyśl Wielki - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;18,1;osoba; 
1811085;Radomyśl Wielki - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,3;osoba; 
1811085;Radomyśl Wielki - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,0;osoba; 
1811085;Radomyśl Wielki - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;21,5;osoba; 
1811085;Radomyśl Wielki - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;23,5;osoba; 
1811092;Tuszów Narodowy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,3;osoba; 
1811092;Tuszów Narodowy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;29,4;osoba; 
1811092;Tuszów Narodowy (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,8;osoba; 
1811092;Tuszów Narodowy (2);współczynnik obciążenia demograficznego osobami starszymi;2022;22,6;osoba; 
1811102;Wadowice Górne (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,5;osoba; 
1811102;Wadowice Górne (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;27,2;osoba; 
1811102;Wadowice Górne (2);współczynnik obciążenia demograficznego osobami starszymi;2015;20,1;osoba; 
1811102;Wadowice Górne (2);współczynnik obciążenia demograficznego osobami starszymi;2022;21,2;osoba; 
1812012;Harasiuki (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,4;osoba; 
1812012;Harasiuki (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,1;osoba; 
1812012;Harasiuki (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,9;osoba; 
1812012;Harasiuki (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,8;osoba; 
1812022;Jarocin (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,9;osoba; 
1812022;Jarocin (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,0;osoba; 
1812022;Jarocin (2);współczynnik obciążenia demograficznego osobami starszymi;2015;20,0;osoba; 
1812022;Jarocin (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,6;osoba; 
1812032;Jeżowe (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;22,7;osoba; 
1812032;Jeżowe (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;26,7;osoba; 
1812032;Jeżowe (2);współczynnik obciążenia demograficznego osobami starszymi;2015;17,3;osoba; 
1812032;Jeżowe (2);współczynnik obciążenia demograficznego osobami starszymi;2022;20,8;osoba; 
1812042;Krzeszów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,7;osoba; 
1812042;Krzeszów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,9;osoba; 
1812042;Krzeszów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,3;osoba; 
1812042;Krzeszów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;30,2;osoba; 
1812053;Nisko (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,0;osoba; 
1812053;Nisko (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,9;osoba; 
1812053;Nisko (3);współczynnik obciążenia demograficznego osobami starszymi;2015;17,8;osoba; 
1812053;Nisko (3);współczynnik obciążenia demograficznego osobami starszymi;2022;26,3;osoba; 
1812054;Nisko - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;22,6;osoba; 
1812054;Nisko - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,5;osoba; 
1812054;Nisko - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;16,6;osoba; 
1812054;Nisko - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;26,1;osoba; 
1812055;Nisko - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,1;osoba; 
1812055;Nisko - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,5;osoba; 
1812055;Nisko - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;20,7;osoba; 
1812055;Nisko - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;26,7;osoba; 
1812063;Rudnik nad Sanem (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,2;osoba; 
1812063;Rudnik nad Sanem (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,9;osoba; 
1812063;Rudnik nad Sanem (3);współczynnik obciążenia demograficznego osobami starszymi;2015;21,0;osoba; 
1812063;Rudnik nad Sanem (3);współczynnik obciążenia demograficznego osobami starszymi;2022;28,0;osoba; 
1812064;Rudnik nad Sanem - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,9;osoba; 
1812064;Rudnik nad Sanem - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,3;osoba; 
1812064;Rudnik nad Sanem - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;21,2;osoba; 
1812064;Rudnik nad Sanem - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;30,0;osoba; 
1812065;Rudnik nad Sanem - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,8;osoba; 
1812065;Rudnik nad Sanem - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,8;osoba; 
1812065;Rudnik nad Sanem - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;20,7;osoba; 
1812065;Rudnik nad Sanem - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;24,2;osoba; 
1812073;Ulanów (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,5;osoba; 
1812073;Ulanów (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,7;osoba; 
1812073;Ulanów (3);współczynnik obciążenia demograficznego osobami starszymi;2015;21,8;osoba; 
1812073;Ulanów (3);współczynnik obciążenia demograficznego osobami starszymi;2022;27,9;osoba; 
1812074;Ulanów - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;34,7;osoba; 
1812074;Ulanów - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;47,9;osoba; 
1812074;Ulanów - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;24,1;osoba; 
1812074;Ulanów - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;35,6;osoba; 
1812075;Ulanów - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,5;osoba; 
1812075;Ulanów - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,5;osoba; 
1812075;Ulanów - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;21,4;osoba; 
1812075;Ulanów - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;26,4;osoba; 
1813012;Bircza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;25,9;osoba; 
1813012;Bircza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,5;osoba; 
1813012;Bircza (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,9;osoba; 
1813012;Bircza (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,4;osoba; 
1813022;Dubiecko (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,4;osoba; 
1813022;Dubiecko (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;-;osoba; 
1813022;Dubiecko (2);współczynnik obciążenia demograficznego osobami starszymi;2015;25,3;osoba; 
1813022;Dubiecko (2);współczynnik obciążenia demograficznego osobami starszymi;2022;-;osoba; 
1813023;Dubiecko (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1813023;Dubiecko (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,2;osoba; 
1813023;Dubiecko (3);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1813023;Dubiecko (3);współczynnik obciążenia demograficznego osobami starszymi;2022;28,2;osoba; 
1813024;Dubiecko - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1813024;Dubiecko - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,5;osoba; 
1813024;Dubiecko - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1813024;Dubiecko - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;30,9;osoba; 
1813025;Dubiecko - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1813025;Dubiecko - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,8;osoba; 
1813025;Dubiecko - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1813025;Dubiecko - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;28,0;osoba; 
1813032;Fredropol (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,8;osoba; 
1813032;Fredropol (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,4;osoba; 
1813032;Fredropol (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,2;osoba; 
1813032;Fredropol (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,3;osoba; 
1813042;Krasiczyn (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;23,6;osoba; 
1813042;Krasiczyn (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,6;osoba; 
1813042;Krasiczyn (2);współczynnik obciążenia demograficznego osobami starszymi;2015;17,6;osoba; 
1813042;Krasiczyn (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,7;osoba; 
1813052;Krzywcza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,1;osoba; 
1813052;Krzywcza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,4;osoba; 
1813052;Krzywcza (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,6;osoba; 
1813052;Krzywcza (2);współczynnik obciążenia demograficznego osobami starszymi;2022;25,4;osoba; 
1813062;Medyka (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;23,1;osoba; 
1813062;Medyka (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;31,5;osoba; 
1813062;Medyka (2);współczynnik obciążenia demograficznego osobami starszymi;2015;16,7;osoba; 
1813062;Medyka (2);współczynnik obciążenia demograficznego osobami starszymi;2022;23,7;osoba; 
1813072;Orły (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;23,5;osoba; 
1813072;Orły (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,8;osoba; 
1813072;Orły (2);współczynnik obciążenia demograficznego osobami starszymi;2015;17,1;osoba; 
1813072;Orły (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,6;osoba; 
1813082;Przemyśl (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;22,8;osoba; 
1813082;Przemyśl (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;31,6;osoba; 
1813082;Przemyśl (2);współczynnik obciążenia demograficznego osobami starszymi;2015;17,2;osoba; 
1813082;Przemyśl (2);współczynnik obciążenia demograficznego osobami starszymi;2022;23,5;osoba; 
1813092;Stubno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,4;osoba; 
1813092;Stubno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,8;osoba; 
1813092;Stubno (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,8;osoba; 
1813092;Stubno (2);współczynnik obciążenia demograficznego osobami starszymi;2022;25,0;osoba; 
1813102;Żurawica (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,0;osoba; 
1813102;Żurawica (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,4;osoba; 
1813102;Żurawica (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,3;osoba; 
1813102;Żurawica (2);współczynnik obciążenia demograficznego osobami starszymi;2022;25,1;osoba; 
1814011;Przeworsk (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,2;osoba; 
1814011;Przeworsk (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;45,1;osoba; 
1814011;Przeworsk (1);współczynnik obciążenia demograficznego osobami starszymi;2015;22,3;osoba; 
1814011;Przeworsk (1);współczynnik obciążenia demograficznego osobami starszymi;2022;34,4;osoba; 
1814022;Adamówka (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,8;osoba; 
1814022;Adamówka (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,8;osoba; 
1814022;Adamówka (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,8;osoba; 
1814022;Adamówka (2);współczynnik obciążenia demograficznego osobami starszymi;2022;25,3;osoba; 
1814032;Gać (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,1;osoba; 
1814032;Gać (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,4;osoba; 
1814032;Gać (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,2;osoba; 
1814032;Gać (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,9;osoba; 
1814042;Jawornik Polski (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,7;osoba; 
1814042;Jawornik Polski (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,8;osoba; 
1814042;Jawornik Polski (2);współczynnik obciążenia demograficznego osobami starszymi;2015;26,1;osoba; 
1814042;Jawornik Polski (2);współczynnik obciążenia demograficznego osobami starszymi;2022;31,8;osoba; 
1814053;Kańczuga (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,0;osoba; 
1814053;Kańczuga (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,9;osoba; 
1814053;Kańczuga (3);współczynnik obciążenia demograficznego osobami starszymi;2015;23,2;osoba; 
1814053;Kańczuga (3);współczynnik obciążenia demograficznego osobami starszymi;2022;28,3;osoba; 
1814054;Kańczuga - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;20,8;osoba; 
1814054;Kańczuga - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,0;osoba; 
1814054;Kańczuga - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;15,2;osoba; 
1814054;Kańczuga - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;25,7;osoba; 
1814055;Kańczuga - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,7;osoba; 
1814055;Kańczuga - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;37,2;osoba; 
1814055;Kańczuga - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;26,3;osoba; 
1814055;Kańczuga - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;29,2;osoba; 
1814062;Przeworsk (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,3;osoba; 
1814062;Przeworsk (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,4;osoba; 
1814062;Przeworsk (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,6;osoba; 
1814062;Przeworsk (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,6;osoba; 
1814073;Sieniawa (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;22,9;osoba; 
1814073;Sieniawa (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;31,8;osoba; 
1814073;Sieniawa (3);współczynnik obciążenia demograficznego osobami starszymi;2015;17,3;osoba; 
1814073;Sieniawa (3);współczynnik obciążenia demograficznego osobami starszymi;2022;23,0;osoba; 
1814074;Sieniawa - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;19,4;osoba; 
1814074;Sieniawa - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,6;osoba; 
1814074;Sieniawa - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;13,8;osoba; 
1814074;Sieniawa - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;23,8;osoba; 
1814075;Sieniawa - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,6;osoba; 
1814075;Sieniawa - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,7;osoba; 
1814075;Sieniawa - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;19,0;osoba; 
1814075;Sieniawa - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;22,7;osoba; 
1814082;Tryńcza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,2;osoba; 
1814082;Tryńcza (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;28,8;osoba; 
1814082;Tryńcza (2);współczynnik obciążenia demograficznego osobami starszymi;2015;20,3;osoba; 
1814082;Tryńcza (2);współczynnik obciążenia demograficznego osobami starszymi;2022;22,7;osoba; 
1814092;Zarzecze (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,6;osoba; 
1814092;Zarzecze (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,5;osoba; 
1814092;Zarzecze (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,9;osoba; 
1814092;Zarzecze (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,4;osoba; 
1815012;Iwierzyce (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,3;osoba; 
1815012;Iwierzyce (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,9;osoba; 
1815012;Iwierzyce (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,2;osoba; 
1815012;Iwierzyce (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,1;osoba; 
1815022;Ostrów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,4;osoba; 
1815022;Ostrów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;27,4;osoba; 
1815022;Ostrów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;18,7;osoba; 
